Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
dubai-pistachio-chocolate-cones,Dubai Pistachio Chocolate Cones,"The Dubai Chocolate Cones – the viral favorite, now in a fun, snackable size!
This is the cone version of our best-selling Dubai Chocolate Bar that's flying off shelves nationwide. Perfect for specialty shops, gift stores, and gourmet retailers.

As with every product we sell on Faire, we personally tested several treats in our store and selected this one based on the amazing feedback from our customers.

Each cone features a luxurious blend of rich chocolate filled with crispy kadayif and premium pistachios. Crafted with high-quality ingredients and irresistible flavor, it’s a perfect grab-and-go treat for any retail space.

Product Highlights:

Deliciously filled with real pistachios and crispy kadayif

Fun, portable cone shape customers love

A viral hit now available in snack-size

Ideal for impulse buys, gift baskets, and gourmet displays

50g per cone | Individually wrapped

Unit Weight: 1.76 oz (0.11 lb)
Storage: Store in a cool, dry place (64–72°F)",Trend Zone,,"","",false,Title,Default Title,,,,,,,,,136.077711,shopify,0,deny,manual,11.99,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/212835850a3d86eb15e5c25990a0a5d90f3cfb0141cfbe222ee9c8ec9dd496a1.png?v=1757014566,1,"",false,,,,lb,,5.00,draft
dubai-pistachio-chocolate-cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/8d515ab5820e6753fe951b698f8a542fb5d2b2ea5fd8ce24dce26591226152c4.png?v=1757014568,2,"",,,,,,,,
dubai-pistachio-chocolate-cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ee7d9ea4ea6335d133ea1035da513a17b2308e63acf2d37dc7c46b6b3fabb25d.png?v=1757014568,3,"",,,,,,,,
dubai-pistachio-chocolate-cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/bf051d59a1ba9eda4bfcf2eb51e7e2a8c02fd484f1d66b1568d466330db3e68b.png?v=1757014569,4,"",,,,,,,,
snak-club-tajin-chili-lime-watermelon-rings-5oz-6ct,"Snak Club Tajin Chili & Lime Watermelon Rings, 5oz 6ct","Sweet and Spicy Tajin Watermelon Rings: These watermelon gummies are seasoned with Tajin Clásico seasoning, a mixture of chili peppers, sea salt and lime - sure to delight your sweet and spicy cravings. Mild in heat but bold in flavor!",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'10215,155.9223771875,shopify,0,deny,manual,4.72,,true,true,'087076216108,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ea1b15825e77ac77f198830b7bf9f3156d984447355e5a2aff8df4e3e4629c46.jpg?v=1757014561,1,"",false,,,,oz,,2.36,draft
ramune-hawaiian-blue-fuji-glass-bottle-30ct,"Ramune Hawaiian Blue (Fuji), Glass Bottle 30ct","Ramune is a Japanese soda that has the marble in the top. The kids love these sodas just for the marble that you need to ""pop"" into the soda to make the carbonation. You need to take the stopper from the top once you break the seal open, then you push the stopper into the top of the soda, and you will see the marble drop into the soda. Enjoy the fun refreshing drink. 

**Shipping glass isn't easy and sometimes accidents happen.  In the event of breakage/damage, please be sure to take pictures of the complete box as well as the damage that occurred.  Our policy requires photos and damage report within 24 hours of product receipt.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'35972,198.446661875,shopify,0,deny,manual,4.30,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/1ffb77a927a75c86bb6a65c8d3b35fecfe6976c76a6f92125dff697aca007469.png?v=1757014559,1,"",false,,,,oz,,2.15,draft
ramune-orange-6-76oz-glass-bottle-30ct,"Ramune Orange, 6.76oz Glass Bottle 30ct","Ramune is a Japanese soda that has the marble in the top. The kids love these sodas just for the marble that you need to ""pop"" into the soda to make the carbonation. You need to take the stopper from the top once you break the seal open, then you push the stopper into the top of the soda, and you will see the marble drop into the soda. Enjoy the fun refreshing drink. 

**Shipping glass isn't easy and sometimes accidents happen.  In the event of breakage/damage, please be sure to take pictures of the complete box as well as the damage that occurred.  Our policy requires photos and damage report within 24 hours of product receipt.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'35985,198.446661875,shopify,0,deny,manual,4.80,,true,true,'074410768713,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/4fd3667a1a05b64b48991bf73735fa0e0c0e63c19a38c0e21f3b36b5d95a8e49.jpg?v=1757014557,1,"",false,,,,oz,,2.40,draft
meiji-hello-panda-vanilla-2-2oz-bag-6ct,"Meiji Hello Panda, Vanilla 2.2oz Bag, 6ct","Meiji Hello Panda – Vanilla 2.2oz Peg Bag, 6ct
🐼💥 Crunchy outside, vanilla chaos inside.

These pandas may look cute—but inside? Pure vanilla-flavored madness. Each Hello Panda Vanilla cookie is a bite-sized flavor bomb with a crispy shell and a creamy vanilla crème center that hits harder than a panda doing a mid-air slam dunk (which is a thing, apparently).

Covered in action-packed panda poses—soccer, fencing, interpretive dance (probably)—they're the snack version of Saturday morning energy: chaotic, sweet, and slightly unpredictable.

This 6-count peg bag hangs like a champ and saves precious candy shelf space for even more wild snack choices. Eat 'em by the handful, one dramatic panda at a time.

🥷Warning: May cause snack hoarding, vanilla-induced joy, and deep questions like “Why is this panda skiing?”",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'7569,907.18474,shopify,0,deny,manual,2.40,,true,true,'072320700908,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/abe43c80a2489a63b4b214624b7dad696aa678fc2c995769a36eef8666c99b95.jpg?v=1757014555,1,"",false,,,,lb,,1.20,draft
moon-pie-blueberry-double-decker-pies-2-75oz-12ct,"Moon Pie Blueberry, Double Decker Pies 2.75oz 12ct","MoonPie Blueberry – A Flavor So Good, It’s Over the Moon!

Well, well, well... we went and did it again. Just when you thought you knew MoonPie’s flavor game, we blasted off with something new. Introducing Blueberry MoonPie – the space-age snack that’s taken tasty to a whole new orbit.

Seriously. The early feedback was out-of-this-world, and we just couldn’t wait. We’re not saying we can predict the future, but we knew this flavor was destined to be a total blast. Packed with sweet, juicy blueberry filling and wrapped in that classic marshmallowy goodness, it's the snack you didn’t know you needed but absolutely won’t regret.

*There is an additional fee for thermal and ice when buying meltable products.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'2532,85.048569375,shopify,0,deny,manual,1.24,,true,true,'072108010243,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/030710193e4aadf482f1e1da527d6216042f9b29d8e390e5a6722a6949c0502c.png?v=1757014553,1,"",false,,,,oz,,0.62,draft
moon-pie-blueberry-double-decker-pies-2-75oz-12ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/6f087e3aa1e2df4318b8d02c8db8b0e7693773e2498a2038ace3cf9c784e385a.jpg?v=1757014554,2,"",,,,,,,,
rilakkuma-marshmallow-lazy-day-sweets-candy-tin-12ct,"Rilakkuma Marshmallow Lazy Day Sweets Candy Tin, 12ct",A very relaxed brown bear cub hangs around with you all day. Clip on a cute friend filled with 0.7 oz of bear-shaped marshmallow flavored candies. Packed 12 per display.,Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'50533,58.9670081,shopify,0,deny,manual,3.50,,true,true,'611508174775,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/2ea9469bee67eff0b4acc59509958694a6d4edb607ee0ed66fa1393bcfdafbe9.jpg?v=1757014551,1,"",false,,,,lb,,1.95,draft
rilakkuma-marshmallow-lazy-day-sweets-candy-tin-12ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/cfd633fc37d26627c97bfe16e4a31a9a744ec71201a733a5d71c5793b321c727.jpg?v=1757014552,2,"",,,,,,,,
rilakkuma-marshmallow-lazy-day-sweets-candy-tin-12ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/02213412c7d5b66c9234507cef0f4081f786ea4d17f88ceb8064f551b3dd232c.jpg?v=1757014552,3,"",,,,,,,,
demon-slayer-vanilla-mochi-120g-bag-12ct,"Demon Slayer Vanilla Mochi, 120g bag, 12ct","Demon Slayer Vanilla Mochi – 120g Bag (12ct)

Vanilla? In the Demon Slayer universe? You better believe it—this soft and chewy mochi is the real final form. Each 120g bag is filled with pillowy bites of creamy vanilla goodness that melt in your mouth faster than Zenitsu faints at literally anything.

Decked out in epic Demon Slayer packaging, it’s the perfect snack for collectors, anime junkies, and mochi maniacs alike. Whether you're mastering Total Concentration Breathing or just concentrating on not eating the whole bag in one sitting (good luck), this treat is a must-have.

Stock your snack wall or hoard the full 12ct case like Muzan hoards drama. Vanilla’s never been this badass.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'63428,0.0,shopify,0,deny,manual,6.28,,true,true,'602772896630,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/12192b5a9847a42b6b359529849898ce50eb37d0c24c4358641dd23cb4e9e91e.jpg?v=1757014548,1,"",false,,,,lb,,3.14,draft
demon-slayer-strawberry-mochi-120g-bag-12ct,"Demon Slayer Strawberry Mochi, 120g bag, 12ct","Demon Slayer Strawberry Mochi – 120g Bag (12ct)

Strawberry sweetness meets demon-slaying greatness—because why shouldn’t your snacks be as powerful as your anime obsession? This 120g bag of Demon Slayer Strawberry Mochi is packed with soft, chewy bites bursting with juicy strawberry flavor and wrapped in packaging so cool, even Nezuko would pop out of her box for a taste.

Perfect for binge-watching marathons, collector shelves, or dramatic monologues about friendship and vengeance (we've all been there).

Grab a 12ct case before Tanjiro starts “accidentally” eating your stash. Because let’s face it: one bag never survives the first episode.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'63427,0.0,shopify,0,deny,manual,6.28,,true,true,'602772896647,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/f09494ad1d2f1589074fa5d490d17ba2fc4b84eaca3b686ca853735a1d0f54b3.jpg?v=1757014546,1,"",false,,,,lb,,3.14,draft
pocky-almond-70g-10ct,"Pocky Almond, 70g, 10ct","Pocky is a made of a biscuit stick and then they are dipped in a few different flavors to choose from. A very popular Japanese sweet treat is now enjoyed in many different countries. The biscuit sticks fill the box so there is plenty to share with your friends. 

The Chocolate dipped Pocky Sticks were the original flavor and then came the chocolate dipped with almonds. What is wonderful about the Pocky is they dip the biscuit only about 3/4 of the way so that the bottom is free of chocolate, so your fingers don't get messy. Pocky is featured in many shows and anime. 

Be on the lookout for all the amazing flavors Pocky has to offer. 

*There is an additional fee for thermal and ice when buying meltable products.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'7655,907.18474,shopify,0,deny,manual,3.70,,true,true,'073141110815,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/621018d84c3c11b5132e5d12447189e34ab6b1718c3bec9711f19a3fe90189fa.jpg?v=1757014547,1,"",false,,,,lb,,1.85,draft
rilakkuma-cherry-blossom-drink-12ct,"Rilakkuma Cherry Blossom Drink, 12ct",A sweet 12 ounce drink flavored with cherry lime. Tastes like a spring day all year long. Non-caffeinated. Packed 12 per case.,Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'50532,396.89332375,shopify,0,deny,manual,3.90,,true,true,'611508176090,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/22f108de9b6ab964a39dfc116350952e8c9f3775e265b5f2fc8da8bfead4e1af.jpg?v=1757014543,1,"",false,,,,oz,,1.95,draft
pusheen-im-busy-blue-raspberry-fizzy-drink-12ct,"Pusheen I'm Busy Blue Raspberry fizzy Drink, 12ct",Blue raspberry flavored 12 ounce drink for times when you want to just chill out. Non-caffeinated. Packed 12 per case.,Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'50522,396.89332375,shopify,0,deny,manual,3.90,,true,true,'611508174751,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/b985f7521a645fcf037aeca6c46ff989202ae03e11808fb1745b8d831d0a75b7.jpg?v=1757014541,1,"",false,,,,oz,,1.95,draft
limited-import-japanese-kit-kat-dark-chocolate-12ct,"Limited Import - Japanese Kit Kat Dark Chocolate, 12ct","Limited import Japanese, Kit Kats have hit the shelves here at Grandpa Joe's. Do you have an imports section in your candy shops? If not it's a great idea to start one. People go wild for import candies. 

*There is an additional fee for thermal and ice when buying meltable products.

Have you shopped with us before? If you haven't you need to check out all Grandpa Joe's Faire Store has to offer. You will find nostalgic hard to find candies, decade candies and plenty of other fun different candies. Does your store need Glass Bottle Sodas? We have you covered on all bases! With over 1900 items listed in our store you will surely find plenty to fill up your candy store! Happy Shopping! ",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'63335,0.0,shopify,0,deny,manual,8.92,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/0c90d7594433825d374718c9f277f8787acec175d5fe4f2a1cfe4c4407188093.jpg?v=1757014539,1,"",false,,,,lb,,4.46,draft
japanese-kit-kat-matcha-latte-ito-green-tea-12ct,Japanese Kit Kat Matcha Latte + Ito Green Tea 12ct,"Limited Import! Japanese Kit Kat Matcha Latte + Ito Green Tea – 12 Count

Elevate your import section with a unique treat from Japan! These Japanese Kit Kat Matcha Latte bars are coated in smooth matcha-infused chocolate and filled with light, crispy wafers. Made with premium Uji matcha from Ito En, Japan’s renowned tea brand, each bite delivers a mellow, aromatic green tea flavor that pairs perfectly with your favorite coffee or tea.

Made with Authentic Uji Matcha from Ito En

Creamy Matcha Chocolate Coating with crispy wafer layers

Genuine Japanese Import – a must-have for Kit Kat collectors

12 Individually Wrapped Pieces – perfect for sharing or gifting

Great for Candy Shops, Gift Boxes &amp; Import Aisles

A delicious and elegant treat for matcha lovers and curious snackers alike. Get it while supplies last!

*There is an additional fee for thermal and ice when buying meltable products.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'63384,0.0,shopify,0,deny,manual,8.90,,true,true,'4902201182911,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/e18d3aff0738636ed6bc6ec56d3b497130e3b865027bdd508d9a8153e118c180.jpg?v=1757014537,1,"",false,,,,lb,,4.45,draft
limited-import-japanese-kit-kat-choc-orange-12ct,"Limited Import Japanese Kit Kat Choc Orange, 12ct","Limited import Japanese, Kit Kats have hit the shelves here at Grandpa Joe's. Do you have an imports section in your candy shops? If not it's a great idea to start one. People go wild for import candies. 

Nestle KitKat chocolate orange snack is a must have! These KitKats are Chocolate covered wafer with orange filling. How amazing does that sound!! 

*There is an additional fee for thermal and ice when buying meltable products.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'63327,0.0,shopify,0,deny,manual,8.90,,true,true,'4902201181242,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/bf63c6c9f4510a9e632bb651368796e6115f17772d4c6ebd1d39bb5c8a57e205.jpg?v=1757014535,1,"",false,,,,lb,,4.45,draft
limited-import-japanese-kit-kat-rich-matcha-12ct,"Limited Import Japanese Kit Kat Rich Matcha, 12ct","Limited import Japanese, Kit Kats have hit the shelves here at Grandpa Joe's. Do you have an imports section in your candy shops? If not it's a great idea to start one. People go wild for import candies. 

Rich green tea flavor chocolate cover wafer biscuit is the special edition for Japan. 

*There is an additional fee for thermal and ice when buying meltable products.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'63330,0.0,shopify,0,deny,manual,8.90,,true,true,'4902201181174,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ab5d68899095c84ae5d1cce7fd3d565bc6c00bfe139cfaddccb26269086a839b.jpg?v=1757014533,1,"",false,,,,lb,,4.45,draft
limited-import-japanese-kit-kat-strawberry-12ct,"Limited Import Japanese Kit Kat Strawberry, 12ct","Limited import Japanese, Kit Kats have hit the shelves here at Grandpa Joe's. Do you have an imports section in your candy shops? If not it's a great idea to start one. People go wild for import candies. 

*There is an additional fee for thermal and ice when buying meltable products.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'63331,48.1941893125,shopify,0,deny,manual,8.90,,true,true,'4902201182270,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/0bdbf8498285c516e100938f6a4dc1c81077b9ddb01bfc4c198c57252279a999.jpg?v=1757014531,1,"",false,,,,oz,,4.45,draft
meiji-hello-panda-caramel-2-2oz-bag-6ct,"Meiji Hello Panda, Caramel 2.2oz Bag, 6ct","Meiji Hello Panda – Caramel 2.2oz Peg Bag, 6ct
🐼 Crunchy. Caramelly. Questionably athletic.

What do you get when you mix caramel crème, bite-sized cookie crunch, and overachieving pandas doing 30+ sports? Apparently, a snack that’s cute enough to melt your heart and sweet enough to ruin your self-control.

Hello Panda Caramel brings you tiny cookie shells stuffed with smooth caramel filling—and each one features a panda mid-backflip, goal shot, or some Olympic-level nonsense that will absolutely not improve your athleticism, but might inspire a victory dance.

It’s the perfect candy shop shelf snack: compact, crunchy, and caramel-filled chaos, all packed in a peg-ready 2.2oz bag. Hang it, grab it, snack it. Just don’t challenge these pandas to a soccer match—you will lose.

🍬Warning: May cause excessive snacking and panda-related daydreams.

*There is an additional fee for thermal and ice when buying meltable products.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'7558,907.18474,shopify,0,deny,manual,2.40,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/126d20b3c1dd5d419c6211f210a4ea46e532091af8a95b0875b62c4ba94bf54f.jpg?v=1757014528,1,"",false,,,,lb,,1.20,draft
meiji-hello-panda-caramel-2-2oz-bag-6ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/62ab60cf8c305a35c973fafacbc96035998b70502dc0309e08a298e3d0d66fa2.jpg?v=1757014530,2,"",,,,,,,,
meiji-hello-panda-chocolate-2-2oz-bag-6ct,"Meiji Hello Panda, Chocolate 2.2oz Bag, 6ct","Meiji Hello Panda – Chocolate 2.2oz Peg Bag, 6ct
🐼Tiny cookies. Big panda energy.

What do you get when chocolate crème collides with crunchy cookie chaos and a bunch of pandas doing extreme sports? A candy shop classic that goes full send on flavor and cuteness.

Each bite-sized Hello Panda Chocolate cookie is stuffed with rich, creamy chocolate and features pandas doing everything from karate kicks to skate tricks—basically the Olympic team you didn’t know you needed. They're sweet. They're sporty. And honestly, probably more coordinated than you.

This 6-count peg bag is a space-saving hero for candy shelves everywhere—hang it high and watch it disappear faster than your dignity during karaoke night.

🍫Warning: May cause snack hoarding, panda obsession, and irrational confidence in your athletic ability.

*There is an additional fee for thermal and ice when buying meltable products.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'7559,907.18474,shopify,0,deny,manual,2.40,,true,true,'072320700762,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/b99efc65784ea3811a94ef8b64bd863e43b5a83c8aad1c435bf264d98c0d4e0d.jpg?v=1757014526,1,"",false,,,,lb,,1.20,draft
meiji-hello-panda-chocolate-2-2oz-bag-6ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/210be1f88f828242e903bb25f0aabb712d696301f9ff29fd0341cbc417455d85.jpg?v=1757014527,2,"",,,,,,,,
meiji-hello-panda-strawberry-2-2oz-bag-6ct,"Meiji Hello Panda, Strawberry 2.2oz Bag, 6ct","Meiji Hello Panda – Strawberry 2.2oz Peg Bag, 6ct
🍓Pandas. Strawberry crème. And more cuteness than your phone’s sticker pack.

These bite-sized cookie legends are filled with sweet, fruity strawberry crème and wrapped in a crunchy shell printed with pandas doing wild sports moves. We’re talking extreme panda parkour, skateboarding stunts, and probably a triple backflip off a cupcake—because why not?

Hello Panda Strawberry is the snack version of a Saturday morning cartoon marathon mixed with a candy store sugar rush. Each bag is perfectly peg-friendly and ready to hang right next to your impulse control (which you’ll need, trust us).

Ideal for lunch boxes, late-night anime binges, or pretending you're health-conscious because ""there’s fruit flavor.""

⚠️ Side effects may include falling in love with pandas, strawberry daydreams, and convincing yourself you, too, could do a panda kickflip.

*There is an additional fee for thermal and ice when buying meltable products.",Grandpa Joe's Candy Shop,,"","",false,Title,Default Title,,,,,,,,'7564,907.18474,shopify,0,deny,manual,2.40,,true,true,'072320700823,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/f965f6cd0a824020358b05c6e2eae2089c1874f6c911439ef3e0a05a0749147c.jpg?v=1757014523,1,"",false,,,,lb,,1.20,draft
meiji-hello-panda-strawberry-2-2oz-bag-6ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/09e55fc2a9001ec499d76393b2d64367b4fc94346789920c14e2f7a096f41ec0.jpg?v=1757014525,2,"",,,,,,,,
